count_id,store_id,sku_id,count_timestamp,physical_quantity_counted,system_quantity_at_count,variance_units,variance_dollars,count_type,counted_by_employee_id
3819,8,74,2025-04-04 00:00:00,39,46,-7,-23.87,partial,10008
3820,8,123,2025-04-04 00:00:00,46,47,-1,-16.27,spot,10008
3821,8,195,2025-04-04 00:00:00,53,56,-3,-10.53,partial,10008
3822,8,55,2025-04-04 00:00:00,25,27,-2,-31.88,spot,10008
3823,8,31,2025-04-04 00:00:00,41,43,-2,-26.48,full,10008
3824,8,23,2025-04-04 00:00:00,35,36,-1,-4.38,spot,10008
3825,8,102,2025-04-04 00:00:00,16,17,-1,-9.4,partial,10008
3826,8,120,2025-04-04 00:00:00,46,47,-1,-3.41,partial,10008
3827,8,69,2025-04-04 00:00:00,51,55,-4,-9.48,partial,10008
3828,8,47,2025-04-04 00:00:00,51,53,-2,-7.08,partial,10008
3829,8,172,2025-04-04 00:00:00,7,8,-1,-2.85,full,10008
3830,8,165,2025-04-04 00:00:00,19,20,-1,-1.52,spot,10008
3831,8,18,2025-04-04 00:00:00,52,56,-4,-28.56,partial,10008
3832,8,154,2025-04-04 00:00:00,37,38,-1,-2.05,partial,10008
3833,8,151,2025-04-04 00:00:00,22,22,0,0.0,partial,10008
3834,8,193,2025-04-04 00:00:00,39,40,-1,-2.27,spot,10008
3835,8,7,2025-04-04 00:00:00,42,46,-4,-70.24,spot,10008
3836,8,63,2025-04-04 00:00:00,51,52,-1,-5.02,partial,10008
3837,8,81,2025-04-04 00:00:00,55,58,-3,-43.53,partial,10008
3838,8,173,2025-04-04 00:00:00,32,32,0,0.0,partial,10008
3839,8,180,2025-04-04 00:00:00,46,46,0,0.0,spot,10008
3840,8,125,2025-04-04 00:00:00,14,13,1,3.42,partial,10008
3841,8,103,2025-04-11 00:00:00,22,23,-1,-15.9,spot,10008
3842,8,70,2025-04-11 00:00:00,26,29,-3,-48.81,spot,10008
3843,8,64,2025-04-11 00:00:00,49,58,-9,-30.78,spot,10008
3844,8,189,2025-04-11 00:00:00,9,10,-1,-2.21,spot,10008
3845,8,65,2025-04-11 00:00:00,12,12,0,0.0,partial,10008
3846,8,85,2025-04-11 00:00:00,34,35,-1,-5.85,spot,10008
3847,8,19,2025-04-11 00:00:00,19,19,0,0.0,partial,10008
3848,8,109,2025-04-11 00:00:00,17,18,-1,-10.79,spot,10008
3849,8,35,2025-04-11 00:00:00,51,54,-3,-29.34,partial,10008
3850,8,121,2025-04-11 00:00:00,24,26,-2,-34.88,spot,10008
3851,8,169,2025-04-11 00:00:00,13,14,-1,-4.49,partial,10008
3852,8,150,2025-04-11 00:00:00,12,12,0,0.0,partial,10008
3853,8,100,2025-04-11 00:00:00,19,20,-1,-0.72,spot,10008
3854,8,17,2025-04-11 00:00:00,23,23,0,0.0,partial,10008
3855,8,161,2025-04-11 00:00:00,26,28,-2,-2.48,partial,10008
3856,8,193,2025-04-11 00:00:00,20,21,-1,-2.27,spot,10008
3857,8,87,2025-04-11 00:00:00,33,34,-1,-10.53,partial,10008
3858,8,192,2025-04-11 00:00:00,46,49,-3,-14.46,partial,10008
3859,8,5,2025-04-11 00:00:00,51,53,-2,-10.94,spot,10008
3860,8,57,2025-04-11 00:00:00,49,52,-3,-48.48,spot,10008
3861,8,74,2025-04-11 00:00:00,33,36,-3,-10.23,spot,10008
3862,8,55,2025-04-11 00:00:00,50,52,-2,-31.88,partial,10008
3863,8,146,2025-04-11 00:00:00,37,41,-4,-19.28,spot,10008
3864,8,167,2025-04-11 00:00:00,51,54,-3,-8.1,spot,10008
3865,8,53,2025-04-11 00:00:00,8,9,-1,-8.08,partial,10008
3866,8,40,2025-04-11 00:00:00,36,39,-3,-4.53,spot,10008
3867,8,82,2025-04-11 00:00:00,34,35,-1,-13.29,full,10008
3868,8,153,2025-04-11 00:00:00,10,11,-1,-2.07,spot,10008
3869,8,91,2025-04-11 00:00:00,12,14,-2,-15.5,partial,10008
3870,8,173,2025-04-11 00:00:00,19,20,-1,-1.27,partial,10008
3871,8,187,2025-04-18 00:00:00,29,31,-2,-26.52,partial,10008
3872,8,99,2025-04-18 00:00:00,23,24,-1,-6.42,partial,10008
3873,8,167,2025-04-18 00:00:00,46,50,-4,-10.8,partial,10008
3874,8,95,2025-04-18 00:00:00,35,36,-1,-11.64,partial,10008
3875,8,69,2025-04-18 00:00:00,41,47,-6,-14.22,partial,10008
3876,8,67,2025-04-18 00:00:00,9,9,0,0.0,partial,10008
3877,8,30,2025-04-18 00:00:00,50,53,-3,-50.67,full,10008
3878,8,186,2025-04-18 00:00:00,25,26,-1,-2.77,full,10008
3879,8,32,2025-04-18 00:00:00,52,56,-4,-11.56,spot,10008
3880,8,16,2025-04-18 00:00:00,39,39,0,0.0,partial,10008
3881,8,10,2025-04-18 00:00:00,27,27,0,0.0,spot,10008
3882,8,188,2025-04-18 00:00:00,30,36,-6,-102.42,full,10008
3883,8,42,2025-04-18 00:00:00,20,21,-1,-15.59,partial,10008
3884,8,193,2025-04-18 00:00:00,55,55,0,0.0,spot,10008
3885,8,192,2025-04-18 00:00:00,37,41,-4,-19.28,spot,10008
3886,8,180,2025-04-18 00:00:00,26,27,-1,-8.14,spot,10008
3887,8,141,2025-04-18 00:00:00,35,37,-2,-16.62,partial,10008
3888,8,51,2025-04-18 00:00:00,8,9,-1,-8.78,partial,10008
3889,8,194,2025-04-18 00:00:00,19,20,-1,-3.82,full,10008
3890,8,123,2025-04-18 00:00:00,41,41,0,0.0,full,10008
3891,8,80,2025-04-18 00:00:00,20,21,-1,-16.35,partial,10008
3892,8,50,2025-04-18 00:00:00,17,17,0,0.0,spot,10008
3893,8,155,2025-04-18 00:00:00,27,29,-2,-34.42,partial,10008
3894,8,26,2025-04-18 00:00:00,45,45,0,0.0,full,10008
3895,8,78,2025-04-18 00:00:00,20,20,0,0.0,spot,10008
3896,8,189,2025-04-18 00:00:00,34,38,-4,-8.84,spot,10008
3897,8,127,2025-04-18 00:00:00,10,11,-1,-7.72,partial,10008
3898,8,75,2025-04-18 00:00:00,33,35,-2,-19.28,spot,10008
3899,8,72,2025-04-18 00:00:00,36,39,-3,-29.97,spot,10008
3900,8,53,2025-04-18 00:00:00,32,34,-2,-16.16,spot,10008
3901,8,131,2025-04-25 00:00:00,38,41,-3,-49.26,full,10008
3902,8,30,2025-04-25 00:00:00,18,19,-1,-16.89,partial,10008
3903,8,192,2025-04-25 00:00:00,23,26,-3,-14.46,partial,10008
3904,8,29,2025-04-25 00:00:00,43,47,-4,-69.12,full,10008
3905,8,34,2025-04-25 00:00:00,48,50,-2,-33.36,partial,10008
3906,8,71,2025-04-25 00:00:00,42,43,-1,-7.16,partial,10008
3907,8,120,2025-04-25 00:00:00,34,35,-1,-3.41,partial,10008
3908,8,93,2025-04-25 00:00:00,21,21,0,0.0,full,10008
3909,8,133,2025-04-25 00:00:00,53,56,-3,-5.22,partial,10008
3910,8,141,2025-04-25 00:00:00,47,49,-2,-16.62,spot,10008
3911,8,86,2025-04-25 00:00:00,23,24,-1,-11.49,partial,10008
3912,8,5,2025-04-25 00:00:00,22,24,-2,-10.94,spot,10008
3913,8,4,2025-04-25 00:00:00,29,30,-1,-6.14,partial,10008
3914,8,157,2025-04-25 00:00:00,48,52,-4,-47.36,partial,10008
3915,8,139,2025-04-25 00:00:00,24,25,-1,-11.66,partial,10008
3916,8,68,2025-04-25 00:00:00,49,51,-2,-9.54,spot,10008
3917,8,8,2025-04-25 00:00:00,30,31,-1,-4.74,partial,10008
3918,8,54,2025-04-25 00:00:00,33,35,-2,-6.1,partial,10008
3919,8,55,2025-04-25 00:00:00,15,16,-1,-15.94,partial,10008
3920,8,175,2025-04-25 00:00:00,17,19,-2,-25.44,partial,10008
3921,8,164,2025-04-25 00:00:00,54,58,-4,-22.68,partial,10008
3922,8,117,2025-04-25 00:00:00,55,56,-1,-9.2,partial,10008
3923,8,3,2025-04-25 00:00:00,16,17,-1,-6.98,partial,10008
3924,8,198,2025-04-25 00:00:00,30,31,-1,-11.3,partial,10008
3925,8,62,2025-04-25 00:00:00,54,56,-2,-3.42,partial,10008
3926,8,22,2025-04-25 00:00:00,48,49,-1,-3.22,partial,10008
3927,8,161,2025-04-25 00:00:00,26,26,0,0.0,partial,10008
3928,8,122,2025-04-25 00:00:00,25,26,-1,-2.77,spot,10008
3929,8,31,2025-04-25 00:00:00,53,55,-2,-26.48,partial,10008
3930,8,126,2025-04-25 00:00:00,45,46,-1,-15.75,partial,10008
3931,9,100,2024-11-01 00:00:00,16,18,-2,-1.44,spot,10009
3932,9,48,2024-11-01 00:00:00,42,44,-2,-21.8,partial,10009
3933,9,41,2024-11-01 00:00:00,46,47,-1,-11.4,full,10009
3934,9,141,2024-11-01 00:00:00,40,42,-2,-16.62,spot,10009
3935,9,137,2024-11-01 00:00:00,49,52,-3,-39.18,spot,10009
3936,9,194,2024-11-01 00:00:00,46,49,-3,-11.46,spot,10009
3937,9,66,2024-11-01 00:00:00,36,37,-1,-17.39,spot,10009
3938,9,71,2024-11-01 00:00:00,23,24,-1,-7.16,full,10009
3939,9,128,2024-11-01 00:00:00,32,34,-2,-22.74,spot,10009
3940,9,47,2024-11-01 00:00:00,33,34,-1,-3.54,full,10009
3941,9,52,2024-11-01 00:00:00,9,9,0,0.0,spot,10009
3942,9,111,2024-11-01 00:00:00,42,43,-1,-2.8,spot,10009
3943,9,193,2024-11-01 00:00:00,17,18,-1,-2.27,partial,10009
3944,9,155,2024-11-01 00:00:00,46,47,-1,-17.21,partial,10009
3945,9,24,2024-11-01 00:00:00,43,45,-2,-8.18,spot,10009
3946,9,143,2024-11-01 00:00:00,42,44,-2,-30.64,spot,10009
3947,9,72,2024-11-01 00:00:00,45,46,-1,-9.99,partial,10009
3948,9,177,2024-11-01 00:00:00,23,24,-1,-1.01,partial,10009
3949,9,105,2024-11-01 00:00:00,35,37,-2,-26.28,spot,10009
3950,9,149,2024-11-01 00:00:00,56,57,-1,-5.33,partial,10009
3951,9,26,2024-11-01 00:00:00,23,24,-1,-3.69,spot,10009
3952,9,9,2024-11-01 00:00:00,23,24,-1,-4.03,spot,10009
3953,9,33,2024-11-01 00:00:00,25,24,1,4.37,spot,10009
3954,9,58,2024-11-01 00:00:00,44,45,-1,-4.34,spot,10009
3955,9,154,2024-11-01 00:00:00,39,41,-2,-4.1,partial,10009
3956,9,135,2024-11-01 00:00:00,33,33,0,0.0,full,10009
3957,9,30,2024-11-01 00:00:00,28,30,-2,-33.78,partial,10009
3958,9,136,2024-11-01 00:00:00,33,34,-1,-2.8,partial,10009
3959,9,109,2024-11-01 00:00:00,19,20,-1,-10.79,partial,10009
3960,9,2,2024-11-01 00:00:00,31,32,-1,-6.87,partial,10009
3961,9,157,2024-12-01 00:00:00,50,54,-4,-47.36,partial,10009
3962,9,170,2024-12-01 00:00:00,37,37,0,0.0,full,10009
3963,9,67,2024-12-01 00:00:00,44,46,-2,-26.66,full,10009
3964,9,169,2024-12-01 00:00:00,42,47,-5,-22.45,partial,10009
3965,9,164,2024-12-01 00:00:00,8,9,-1,-5.67,partial,10009
3966,9,79,2024-12-01 00:00:00,58,59,-1,-5.3,spot,10009
3967,9,7,2024-12-01 00:00:00,52,53,-1,-17.56,partial,10009
3968,9,190,2024-12-01 00:00:00,23,24,-1,-15.64,partial,10009
3969,9,150,2024-12-01 00:00:00,26,27,-1,-8.22,partial,10009
3970,9,24,2024-12-01 00:00:00,52,54,-2,-8.18,partial,10009
3971,9,82,2024-12-01 00:00:00,16,17,-1,-13.29,spot,10009
3972,9,123,2024-12-01 00:00:00,13,13,0,0.0,spot,10009
3973,9,85,2024-12-01 00:00:00,10,10,0,0.0,spot,10009
3974,9,44,2024-12-01 00:00:00,21,24,-3,-43.35,partial,10009
3975,9,189,2024-12-01 00:00:00,10,10,0,0.0,spot,10009
3976,9,4,2024-12-01 00:00:00,12,12,0,0.0,partial,10009
3977,9,66,2024-12-01 00:00:00,23,23,0,0.0,partial,10009
3978,9,161,2024-12-01 00:00:00,32,33,-1,-1.24,spot,10009
3979,9,117,2024-12-01 00:00:00,19,19,0,0.0,spot,10009
3980,9,95,2024-12-01 00:00:00,55,57,-2,-23.28,partial,10009
3981,9,160,2024-12-01 00:00:00,57,59,-2,-4.56,full,10009
3982,9,156,2024-12-01 00:00:00,23,23,0,0.0,partial,10009
3983,9,98,2024-12-01 00:00:00,15,15,0,0.0,partial,10009
3984,9,75,2024-12-01 00:00:00,23,24,-1,-9.64,spot,10009
3985,9,83,2024-12-01 00:00:00,29,29,0,0.0,spot,10009
3986,9,45,2024-12-01 00:00:00,53,56,-3,-51.96,partial,10009
3987,9,100,2024-12-01 00:00:00,45,46,-1,-0.72,spot,10009
3988,9,128,2024-12-01 00:00:00,30,30,0,0.0,partial,10009
3989,9,61,2024-12-01 00:00:00,46,49,-3,-20.37,spot,10009
3990,9,52,2024-12-01 00:00:00,15,15,0,0.0,partial,10009
3991,9,79,2024-12-31 00:00:00,25,26,-1,-5.3,spot,10009
3992,9,141,2024-12-31 00:00:00,47,49,-2,-16.62,partial,10009
3993,9,111,2024-12-31 00:00:00,51,52,-1,-2.8,spot,10009
3994,9,32,2024-12-31 00:00:00,33,34,-1,-2.89,partial,10009
3995,9,179,2024-12-31 00:00:00,12,11,1,17.55,partial,10009
3996,9,67,2024-12-31 00:00:00,36,37,-1,-13.33,partial,10009
3997,9,114,2024-12-31 00:00:00,39,42,-3,-11.55,spot,10009
3998,9,53,2024-12-31 00:00:00,9,9,0,0.0,spot,10009
3999,9,30,2024-12-31 00:00:00,24,24,0,0.0,spot,10009
4000,9,119,2024-12-31 00:00:00,39,40,-1,-14.07,partial,10009
4001,9,121,2024-12-31 00:00:00,50,50,0,0.0,partial,10009
4002,9,182,2024-12-31 00:00:00,56,59,-3,-39.66,spot,10009
4003,9,54,2024-12-31 00:00:00,51,51,0,0.0,spot,10009
4004,9,181,2024-12-31 00:00:00,51,52,-1,-9.21,partial,10009
4005,9,12,2024-12-31 00:00:00,16,17,-1,-13.58,spot,10009
4006,9,75,2024-12-31 00:00:00,48,50,-2,-19.28,full,10009
4007,9,183,2024-12-31 00:00:00,58,58,0,0.0,spot,10009
4008,9,13,2024-12-31 00:00:00,39,43,-4,-50.56,spot,10009
4009,9,139,2024-12-31 00:00:00,41,42,-1,-11.66,full,10009
4010,9,6,2024-12-31 00:00:00,48,49,-1,-5.49,partial,10009
4011,9,185,2024-12-31 00:00:00,12,13,-1,-9.99,partial,10009
4012,9,138,2024-12-31 00:00:00,54,55,-1,-1.9,partial,10009
4013,9,63,2024-12-31 00:00:00,36,38,-2,-10.04,partial,10009
4014,9,148,2024-12-31 00:00:00,23,25,-2,-2.38,spot,10009
4015,9,159,2024-12-31 00:00:00,58,59,-1,-2.3,partial,10009
4016,9,200,2024-12-31 00:00:00,11,12,-1,-16.45,spot,10009
4017,9,27,2024-12-31 00:00:00,57,59,-2,-7.0,spot,10009
4018,9,135,2024-12-31 00:00:00,36,37,-1,-5.64,spot,10009
4019,9,3,2024-12-31 00:00:00,42,44,-2,-13.96,partial,10009
4020,9,40,2024-12-31 00:00:00,13,14,-1,-1.51,spot,10009
4021,9,185,2025-01-30 00:00:00,26,27,-1,-9.99,spot,10009
4022,9,17,2025-01-30 00:00:00,36,36,0,0.0,spot,10009
4023,9,127,2025-01-30 00:00:00,24,24,0,0.0,partial,10009
4024,9,3,2025-01-30 00:00:00,32,33,-1,-6.98,partial,10009
4025,9,178,2025-01-30 00:00:00,39,39,0,0.0,full,10009
4026,9,84,2025-01-30 00:00:00,9,9,0,0.0,partial,10009
4027,9,115,2025-01-30 00:00:00,19,20,-1,-10.04,spot,10009
4028,9,162,2025-01-30 00:00:00,38,39,-1,-5.72,partial,10009
4029,9,157,2025-01-30 00:00:00,20,23,-3,-35.52,spot,10009
4030,9,182,2025-01-30 00:00:00,17,19,-2,-26.44,partial,10009
4031,9,112,2025-01-30 00:00:00,50,51,-1,-8.37,spot,10009
4032,9,85,2025-01-30 00:00:00,53,55,-2,-11.7,spot,10009
4033,9,86,2025-01-30 00:00:00,26,27,-1,-11.49,spot,10009
4034,9,76,2025-01-30 00:00:00,13,13,0,0.0,spot,10009
4035,9,109,2025-01-30 00:00:00,42,45,-3,-32.37,spot,10009
4036,9,141,2025-01-30 00:00:00,46,47,-1,-8.31,partial,10009
4037,9,152,2025-01-30 00:00:00,41,43,-2,-25.24,spot,10009
4038,9,66,2025-01-30 00:00:00,22,23,-1,-17.39,full,10009
4039,9,93,2025-01-30 00:00:00,43,43,0,0.0,partial,10009
4040,9,63,2025-01-30 00:00:00,25,26,-1,-5.02,spot,10009
4041,9,179,2025-01-30 00:00:00,45,46,-1,-17.55,full,10009
4042,9,199,2025-01-30 00:00:00,52,54,-2,-29.6,spot,10009
4043,9,168,2025-01-30 00:00:00,20,20,0,0.0,spot,10009
4044,9,105,2025-01-30 00:00:00,40,42,-2,-26.28,spot,10009
4045,9,132,2025-01-30 00:00:00,39,39,0,0.0,spot,10009
4046,9,44,2025-01-30 00:00:00,42,46,-4,-57.8,spot,10009
4047,9,67,2025-01-30 00:00:00,46,50,-4,-53.32,spot,10009
4048,9,88,2025-01-30 00:00:00,56,58,-2,-3.38,spot,10009
4049,9,51,2025-01-30 00:00:00,13,14,-1,-8.78,spot,10009
4050,9,128,2025-01-30 00:00:00,23,24,-1,-11.37,spot,10009
4051,9,45,2025-03-01 00:00:00,12,13,-1,-17.32,spot,10009
4052,9,155,2025-03-01 00:00:00,44,47,-3,-51.63,partial,10009
4053,9,148,2025-03-01 00:00:00,24,24,0,0.0,partial,10009
4054,9,3,2025-03-01 00:00:00,29,31,-2,-13.96,partial,10009
4055,9,84,2025-03-01 00:00:00,19,19,0,0.0,partial,10009
4056,9,39,2025-03-01 00:00:00,34,35,-1,-1.64,full,10009
4057,9,131,2025-03-01 00:00:00,26,28,-2,-32.84,full,10009
4058,9,105,2025-03-01 00:00:00,13,13,0,0.0,partial,10009
4059,9,126,2025-03-01 00:00:00,8,9,-1,-15.75,spot,10009
4060,9,27,2025-03-01 00:00:00,22,23,-1,-3.5,partial,10009
4061,9,104,2025-03-01 00:00:00,11,11,0,0.0,full,10009
4062,9,199,2025-03-01 00:00:00,39,40,-1,-14.8,spot,10009
4063,9,17,2025-03-01 00:00:00,34,36,-2,-4.64,full,10009
4064,9,169,2025-03-01 00:00:00,7,8,-1,-4.49,spot,10009
4065,9,33,2025-03-01 00:00:00,20,22,-2,-8.74,partial,10009
4066,9,190,2025-03-01 00:00:00,21,22,-1,-15.64,spot,10009
4067,9,32,2025-03-01 00:00:00,17,18,-1,-2.89,spot,10009
4068,9,151,2025-03-01 00:00:00,42,43,-1,-1.54,partial,10009
4069,9,10,2025-03-01 00:00:00,58,58,0,0.0,partial,10009
4070,9,200,2025-03-01 00:00:00,45,45,0,0.0,partial,10009
4071,9,68,2025-03-01 00:00:00,16,16,0,0.0,spot,10009
4072,9,164,2025-03-01 00:00:00,30,32,-2,-11.34,spot,10009
4073,9,185,2025-03-01 00:00:00,7,8,-1,-9.99,partial,10009
4074,9,174,2025-03-01 00:00:00,47,49,-2,-19.28,spot,10009
4075,9,40,2025-03-01 00:00:00,22,24,-2,-3.02,partial,10009
4076,9,93,2025-03-01 00:00:00,57,59,-2,-10.32,partial,10009
4077,9,147,2025-03-01 00:00:00,36,37,-1,-3.13,partial,10009
4078,9,60,2025-03-01 00:00:00,16,17,-1,-9.33,partial,10009
4079,9,4,2025-03-01 00:00:00,38,40,-2,-12.28,spot,10009
4080,9,63,2025-03-01 00:00:00,19,20,-1,-5.02,partial,10009
4081,9,94,2025-03-31 00:00:00,53,55,-2,-34.44,spot,10009
4082,9,32,2025-03-31 00:00:00,40,44,-4,-11.56,partial,10009
4083,9,115,2025-03-31 00:00:00,42,46,-4,-40.16,spot,10009
4084,9,102,2025-03-31 00:00:00,34,34,0,0.0,spot,10009
4085,9,83,2025-03-31 00:00:00,39,40,-1,-7.19,partial,10009
4086,9,70,2025-03-31 00:00:00,42,46,-4,-65.08,spot,10009
4087,9,157,2025-03-31 00:00:00,54,55,-1,-11.84,spot,10009
4088,9,14,2025-03-31 00:00:00,32,32,0,0.0,partial,10009
4089,9,6,2025-03-31 00:00:00,45,46,-1,-5.49,partial,10009
4090,9,171,2025-03-31 00:00:00,44,47,-3,-35.25,partial,10009
4091,9,141,2025-03-31 00:00:00,55,57,-2,-16.62,spot,10009
4092,9,9,2025-03-31 00:00:00,50,52,-2,-8.06,spot,10009
4093,9,165,2025-03-31 00:00:00,50,55,-5,-7.6,spot,10009
4094,9,109,2025-03-31 00:00:00,52,52,0,0.0,full,10009
4095,9,200,2025-03-31 00:00:00,29,30,-1,-16.45,spot,10009
4096,9,33,2025-03-31 00:00:00,59,59,0,0.0,partial,10009
4097,9,3,2025-03-31 00:00:00,18,20,-2,-13.96,partial,10009
4098,9,156,2025-03-31 00:00:00,20,20,0,0.0,full,10009
4099,9,194,2025-03-31 00:00:00,56,59,-3,-11.46,spot,10009
4100,9,89,2025-03-31 00:00:00,35,37,-2,-17.1,spot,10009
4101,9,134,2025-03-31 00:00:00,28,31,-3,-24.99,partial,10009
4102,9,5,2025-03-31 00:00:00,33,33,0,0.0,partial,10009
4103,9,11,2025-03-31 00:00:00,27,28,-1,-3.36,spot,10009
4104,9,123,2025-03-31 00:00:00,20,21,-1,-16.27,spot,10009
4105,9,121,2025-03-31 00:00:00,43,43,0,0.0,spot,10009
4106,9,37,2025-03-31 00:00:00,44,45,-1,-7.87,partial,10009
4107,9,73,2025-03-31 00:00:00,14,14,0,0.0,partial,10009
4108,9,138,2025-03-31 00:00:00,18,18,0,0.0,partial,10009
4109,9,193,2025-03-31 00:00:00,17,18,-1,-2.27,spot,10009
4110,9,175,2025-03-31 00:00:00,45,46,-1,-12.72,partial,10009
4111,9,29,2025-04-30 00:00:00,53,56,-3,-51.84,spot,10009
4112,9,95,2025-04-30 00:00:00,32,33,-1,-11.64,spot,10009
4113,9,197,2025-04-30 00:00:00,26,27,-1,-14.02,partial,10009
4114,9,60,2025-04-30 00:00:00,7,8,-1,-9.33,spot,10009
4115,9,182,2025-04-30 00:00:00,44,46,-2,-26.44,partial,10009
4116,9,196,2025-04-30 00:00:00,22,22,0,0.0,partial,10009
4117,9,172,2025-04-30 00:00:00,8,8,0,0.0,spot,10009
4118,9,133,2025-04-30 00:00:00,30,31,-1,-1.74,spot,10009
4119,9,46,2025-04-30 00:00:00,21,22,-1,-2.53,spot,10009
4120,9,174,2025-04-30 00:00:00,55,57,-2,-19.28,partial,10009
4121,9,143,2025-04-30 00:00:00,37,39,-2,-30.64,spot,10009
4122,9,63,2025-04-30 00:00:00,14,15,-1,-5.02,spot,10009
4123,9,180,2025-04-30 00:00:00,39,41,-2,-16.28,partial,10009
4124,9,181,2025-04-30 00:00:00,51,55,-4,-36.84,partial,10009
4125,9,2,2025-04-30 00:00:00,9,9,0,0.0,spot,10009
4126,9,40,2025-04-30 00:00:00,18,18,0,0.0,partial,10009
4127,9,77,2025-04-30 00:00:00,56,58,-2,-9.94,partial,10009
4128,9,11,2025-04-30 00:00:00,12,12,0,0.0,spot,10009
4129,9,27,2025-04-30 00:00:00,58,58,0,0.0,partial,10009
4130,9,15,2025-04-30 00:00:00,10,10,0,0.0,spot,10009
4131,9,65,2025-04-30 00:00:00,57,59,-2,-5.3,spot,10009
4132,9,117,2025-04-30 00:00:00,18,20,-2,-18.4,partial,10009
4133,9,97,2025-04-30 00:00:00,24,26,-2,-24.12,partial,10009
4134,9,16,2025-04-30 00:00:00,56,59,-3,-8.79,partial,10009
4135,9,198,2025-04-30 00:00:00,54,57,-3,-33.9,partial,10009
4136,9,160,2025-04-30 00:00:00,53,56,-3,-6.84,full,10009
4137,9,37,2025-04-30 00:00:00,48,49,-1,-7.87,partial,10009
4138,9,178,2025-04-30 00:00:00,54,55,-1,-16.57,partial,10009
4139,9,137,2025-04-30 00:00:00,16,16,0,0.0,partial,10009
4140,9,148,2025-04-30 00:00:00,11,12,-1,-1.19,spot,10009
4141,10,158,2024-11-01 00:00:00,16,16,0,0.0,spot,10010
4142,10,199,2024-11-01 00:00:00,29,29,0,0.0,spot,10010
4143,10,135,2024-11-01 00:00:00,38,38,0,0.0,partial,10010
4144,10,47,2024-11-01 00:00:00,35,35,0,0.0,spot,10010
4145,10,171,2024-11-01 00:00:00,25,26,-1,-11.75,partial,10010
4146,10,80,2024-11-01 00:00:00,18,18,0,0.0,spot,10010
4147,10,28,2024-11-01 00:00:00,27,27,0,0.0,partial,10010
4148,10,182,2024-11-01 00:00:00,56,58,-2,-26.44,partial,10010
4149,10,90,2024-11-01 00:00:00,26,26,0,0.0,partial,10010
4150,10,56,2024-11-01 00:00:00,52,52,0,0.0,spot,10010
4151,10,195,2024-11-01 00:00:00,46,46,0,0.0,partial,10010
4152,10,162,2024-11-01 00:00:00,37,38,-1,-5.72,partial,10010
4153,10,175,2024-11-01 00:00:00,20,20,0,0.0,spot,10010
4154,10,70,2024-11-01 00:00:00,45,45,0,0.0,spot,10010
4155,10,88,2024-11-01 00:00:00,11,10,1,1.69,partial,10010
4156,10,172,2024-11-01 00:00:00,38,38,0,0.0,partial,10010
4157,10,161,2024-11-01 00:00:00,55,56,-1,-1.24,partial,10010
4158,10,165,2024-11-01 00:00:00,44,45,-1,-1.52,spot,10010
4159,10,163,2024-11-01 00:00:00,11,12,-1,-15.53,partial,10010
4160,10,36,2024-11-01 00:00:00,40,41,-1,-3.75,partial,10010
4161,10,20,2024-11-01 00:00:00,26,27,-1,-4.22,full,10010
4162,10,115,2024-11-01 00:00:00,26,27,-1,-10.04,partial,10010
4163,10,87,2024-11-01 00:00:00,50,50,0,0.0,full,10010
4164,10,139,2024-11-01 00:00:00,10,10,0,0.0,partial,10010
4165,10,186,2024-11-01 00:00:00,27,27,0,0.0,spot,10010
4166,10,67,2024-11-01 00:00:00,44,46,-2,-26.66,partial,10010
4167,10,102,2024-11-01 00:00:00,48,48,0,0.0,spot,10010
4168,10,109,2024-11-01 00:00:00,56,57,-1,-10.79,spot,10010
4169,10,191,2024-11-01 00:00:00,41,41,0,0.0,partial,10010
4170,10,140,2024-11-01 00:00:00,19,19,0,0.0,spot,10010
4171,10,85,2024-11-08 00:00:00,15,16,-1,-5.85,partial,10010
4172,10,15,2024-11-08 00:00:00,9,10,-1,-11.72,spot,10010
4173,10,172,2024-11-08 00:00:00,35,35,0,0.0,partial,10010
4174,10,96,2024-11-08 00:00:00,55,55,0,0.0,spot,10010
4175,10,189,2024-11-08 00:00:00,32,33,-1,-2.21,spot,10010
4176,10,64,2024-11-08 00:00:00,29,30,-1,-3.42,partial,10010
4177,10,200,2024-11-08 00:00:00,40,40,0,0.0,partial,10010
4178,10,82,2024-11-08 00:00:00,31,31,0,0.0,full,10010
4179,10,81,2024-11-08 00:00:00,48,49,-1,-14.51,partial,10010
4180,10,151,2024-11-08 00:00:00,43,43,0,0.0,full,10010
4181,10,186,2024-11-08 00:00:00,21,21,0,0.0,partial,10010
4182,10,138,2024-11-08 00:00:00,23,22,1,1.9,spot,10010
4183,10,58,2024-11-08 00:00:00,26,26,0,0.0,partial,10010
4184,10,169,2024-11-08 00:00:00,46,47,-1,-4.49,partial,10010
4185,10,164,2024-11-08 00:00:00,30,30,0,0.0,full,10010
4186,10,34,2024-11-08 00:00:00,40,40,0,0.0,partial,10010
4187,10,66,2024-11-08 00:00:00,31,31,0,0.0,spot,10010
4188,10,39,2024-11-08 00:00:00,44,45,-1,-1.64,full,10010
4189,10,113,2024-11-08 00:00:00,47,49,-2,-32.5,spot,10010
4190,10,156,2024-11-08 00:00:00,11,11,0,0.0,spot,10010
4191,10,187,2024-11-08 00:00:00,35,36,-1,-13.26,spot,10010
