store_id,date,local_crime_index,local_unemployment_rate,weather_summary,is_holiday
15,2024-12-26,79,5.36,clear,False
15,2024-12-27,73,5.7,clear,False
15,2024-12-28,91,5.82,clear,False
15,2024-12-29,71,5.91,rain,False
15,2024-12-30,78,5.54,clear,False
15,2024-12-31,57,6.1,clear,True
15,2025-01-01,88,5.87,rain,True
15,2025-01-02,87,5.52,snow,False
15,2025-01-03,78,5.58,clear,False
15,2025-01-04,70,5.9,cloudy,False
15,2025-01-05,73,5.25,clear,False
15,2025-01-06,78,5.27,snow,False
15,2025-01-07,62,5.91,clear,False
15,2025-01-08,80,6.01,clear,False
15,2025-01-09,69,5.41,snow,False
15,2025-01-10,93,5.13,clear,False
15,2025-01-11,55,5.8,cloudy,False
15,2025-01-12,76,5.91,clear,False
15,2025-01-13,65,5.34,snow,False
15,2025-01-14,68,5.55,cloudy,False
15,2025-01-15,66,5.47,rain,False
15,2025-01-16,72,5.83,clear,False
15,2025-01-17,75,4.9,clear,False
15,2025-01-18,82,5.77,clear,False
15,2025-01-19,77,5.3,clear,False
15,2025-01-20,82,5.6,clear,False
15,2025-01-21,77,6.1,clear,False
15,2025-01-22,76,5.77,clear,False
15,2025-01-23,75,5.64,snow,False
15,2025-01-24,84,5.5,rain,False
15,2025-01-25,70,5.7,clear,False
15,2025-01-26,78,6.08,clear,False
15,2025-01-27,73,5.08,clear,False
15,2025-01-28,89,5.49,cloudy,False
15,2025-01-29,82,5.71,clear,False
15,2025-01-30,59,5.27,cloudy,False
15,2025-01-31,76,4.7,rain,False
15,2025-02-01,74,6.18,clear,False
15,2025-02-02,76,6.1,cloudy,False
15,2025-02-03,70,5.71,storm,False
15,2025-02-04,58,5.87,clear,False
15,2025-02-05,87,6.06,clear,False
15,2025-02-06,74,5.64,clear,False
15,2025-02-07,76,5.71,clear,False
15,2025-02-08,66,5.35,clear,False
15,2025-02-09,74,4.95,cloudy,False
15,2025-02-10,70,5.58,cloudy,False
15,2025-02-11,83,5.63,clear,False
15,2025-02-12,73,5.71,rain,False
15,2025-02-13,77,5.26,snow,False
15,2025-02-14,65,5.69,clear,False
15,2025-02-15,72,5.36,clear,False
15,2025-02-16,75,5.41,clear,False
15,2025-02-17,77,5.54,clear,False
15,2025-02-18,86,5.37,clear,False
15,2025-02-19,80,5.41,cloudy,False
15,2025-02-20,63,5.55,clear,False
15,2025-02-21,73,5.37,clear,False
15,2025-02-22,77,5.35,cloudy,False
15,2025-02-23,79,5.45,storm,False
15,2025-02-24,72,5.2,rain,False
15,2025-02-25,73,5.54,cloudy,False
15,2025-02-26,78,5.81,clear,False
15,2025-02-27,79,6.2,clear,False
15,2025-02-28,68,5.84,rain,False
15,2025-03-01,73,5.91,storm,False
15,2025-03-02,58,5.97,rain,False
15,2025-03-03,64,5.66,cloudy,False
15,2025-03-04,88,5.29,clear,False
15,2025-03-05,77,5.68,snow,False
15,2025-03-06,74,5.19,cloudy,False
15,2025-03-07,79,5.88,clear,False
15,2025-03-08,79,6.28,snow,False
15,2025-03-09,70,5.67,clear,False
15,2025-03-10,71,5.73,clear,False
15,2025-03-11,79,5.71,clear,False
15,2025-03-12,66,6.03,clear,False
15,2025-03-13,75,5.47,clear,False
15,2025-03-14,72,5.88,cloudy,False
15,2025-03-15,76,5.59,clear,False
15,2025-03-16,87,5.9,storm,False
15,2025-03-17,76,5.64,cloudy,False
15,2025-03-18,66,5.65,cloudy,False
15,2025-03-19,72,6.1,clear,False
15,2025-03-20,73,6.07,clear,False
15,2025-03-21,70,5.6,cloudy,False
15,2025-03-22,72,6.01,rain,False
15,2025-03-23,67,5.27,rain,False
15,2025-03-24,81,5.55,cloudy,False
15,2025-03-25,63,5.62,clear,False
15,2025-03-26,72,5.69,snow,False
15,2025-03-27,78,5.91,clear,False
15,2025-03-28,72,5.39,snow,False
15,2025-03-29,86,5.75,clear,False
15,2025-03-30,58,5.64,rain,False
15,2025-03-31,69,6.15,cloudy,False
15,2025-04-01,56,5.64,cloudy,False
15,2025-04-02,72,4.96,cloudy,False
15,2025-04-03,79,5.68,snow,False
15,2025-04-04,84,5.26,rain,False
15,2025-04-05,76,5.15,clear,False
15,2025-04-06,88,4.9,cloudy,False
15,2025-04-07,74,6.08,clear,False
15,2025-04-08,71,5.9,cloudy,False
15,2025-04-09,83,5.45,clear,False
15,2025-04-10,75,5.69,clear,False
15,2025-04-11,74,5.65,rain,False
15,2025-04-12,78,5.09,clear,False
15,2025-04-13,66,5.49,storm,False
15,2025-04-14,71,5.98,snow,False
15,2025-04-15,63,5.21,clear,False
15,2025-04-16,79,5.53,rain,False
15,2025-04-17,79,5.77,cloudy,False
15,2025-04-18,66,5.74,clear,False
15,2025-04-19,81,5.67,cloudy,False
15,2025-04-20,68,5.34,clear,False
15,2025-04-21,67,5.24,clear,False
15,2025-04-22,89,5.75,clear,False
15,2025-04-23,69,5.62,clear,False
15,2025-04-24,74,5.16,clear,False
15,2025-04-25,73,5.66,clear,False
15,2025-04-26,69,5.5,clear,False
15,2025-04-27,75,5.08,cloudy,False
15,2025-04-28,88,5.34,cloudy,False
15,2025-04-29,74,5.51,snow,False
15,2025-04-30,81,5.52,clear,False
15,2025-05-01,70,5.72,snow,False
16,2024-11-01,17,5.92,rain,False
16,2024-11-02,33,6.0,rain,False
16,2024-11-03,16,5.9,clear,False
16,2024-11-04,15,6.02,clear,False
16,2024-11-05,27,6.45,cloudy,False
16,2024-11-06,27,6.35,rain,False
16,2024-11-07,26,6.36,clear,False
16,2024-11-08,9,6.61,clear,False
16,2024-11-09,9,5.95,cloudy,False
16,2024-11-10,9,5.81,clear,False
16,2024-11-11,20,5.67,cloudy,False
16,2024-11-12,17,6.16,storm,False
16,2024-11-13,20,6.14,clear,False
16,2024-11-14,18,6.01,rain,False
16,2024-11-15,18,5.99,storm,False
16,2024-11-16,21,6.21,cloudy,False
16,2024-11-17,20,5.8,cloudy,False
16,2024-11-18,27,5.64,rain,False
16,2024-11-19,19,6.25,clear,False
16,2024-11-20,24,5.97,cloudy,False
16,2024-11-21,13,5.71,snow,False
16,2024-11-22,19,6.06,cloudy,False
16,2024-11-23,26,6.32,clear,False
16,2024-11-24,5,6.28,clear,False
16,2024-11-25,30,6.4,cloudy,False
16,2024-11-26,19,6.16,clear,False
16,2024-11-27,17,6.04,clear,False
16,2024-11-28,18,6.31,clear,True
16,2024-11-29,20,5.93,storm,False
16,2024-11-30,22,5.53,rain,False
16,2024-12-01,13,6.21,cloudy,False
16,2024-12-02,13,5.94,cloudy,False
16,2024-12-03,17,6.04,clear,False
16,2024-12-04,23,6.35,cloudy,False
16,2024-12-05,12,5.88,cloudy,False
16,2024-12-06,31,6.18,cloudy,False
16,2024-12-07,3,6.21,clear,False
16,2024-12-08,23,6.14,clear,False
16,2024-12-09,12,5.67,clear,False
16,2024-12-10,4,6.16,storm,False
16,2024-12-11,11,5.88,clear,False
16,2024-12-12,24,6.0,clear,False
16,2024-12-13,19,5.45,clear,False
16,2024-12-14,19,6.0,cloudy,False
16,2024-12-15,8,5.4,clear,False
16,2024-12-16,20,6.38,clear,False
16,2024-12-17,18,6.58,clear,False
16,2024-12-18,20,5.99,rain,False
16,2024-12-19,25,6.29,clear,False
16,2024-12-20,18,6.51,clear,False
16,2024-12-21,25,5.84,cloudy,False
16,2024-12-22,24,6.32,cloudy,False
16,2024-12-23,29,5.95,clear,False
16,2024-12-24,14,5.9,clear,False
16,2024-12-25,19,5.96,cloudy,True
16,2024-12-26,26,5.86,clear,False
16,2024-12-27,10,5.79,cloudy,False
16,2024-12-28,28,5.95,snow,False
16,2024-12-29,36,5.99,cloudy,False
16,2024-12-30,3,5.91,clear,False
16,2024-12-31,28,5.94,clear,True
16,2025-01-01,13,5.71,rain,True
16,2025-01-02,2,6.36,clear,False
16,2025-01-03,21,5.78,rain,False
16,2025-01-04,7,6.44,rain,False
16,2025-01-05,21,6.07,storm,False
16,2025-01-06,13,6.66,clear,False
16,2025-01-07,4,6.03,clear,False
16,2025-01-08,15,6.15,clear,False
16,2025-01-09,9,6.56,rain,False
16,2025-01-10,32,5.69,cloudy,False
16,2025-01-11,29,5.94,snow,False
16,2025-01-12,20,5.27,clear,False
16,2025-01-13,17,6.34,clear,False
16,2025-01-14,32,6.35,snow,False
16,2025-01-15,15,6.16,clear,False
16,2025-01-16,19,5.53,clear,False
16,2025-01-17,19,6.32,snow,False
16,2025-01-18,22,6.01,clear,False
16,2025-01-19,23,6.3,clear,False
16,2025-01-20,13,6.24,rain,False
16,2025-01-21,34,5.91,rain,False
16,2025-01-22,19,5.78,clear,False
16,2025-01-23,25,5.53,cloudy,False
16,2025-01-24,12,6.05,cloudy,False
16,2025-01-25,7,5.84,clear,False
16,2025-01-26,8,6.4,rain,False
16,2025-01-27,20,5.82,clear,False
16,2025-01-28,9,5.84,rain,False
16,2025-01-29,20,6.36,rain,False
16,2025-01-30,27,5.71,storm,False
16,2025-01-31,16,5.78,cloudy,False
16,2025-02-01,14,5.88,clear,False
16,2025-02-02,22,6.01,clear,False
16,2025-02-03,23,5.99,clear,False
16,2025-02-04,16,5.95,clear,False
16,2025-02-05,22,6.1,rain,False
16,2025-02-06,21,6.04,cloudy,False
16,2025-02-07,17,5.65,clear,False
16,2025-02-08,23,5.62,cloudy,False
16,2025-02-09,26,5.99,snow,False
16,2025-02-10,14,6.3,cloudy,False
16,2025-02-11,22,5.89,clear,False
16,2025-02-12,26,6.15,rain,False
16,2025-02-13,9,6.5,rain,False
16,2025-02-14,33,5.52,cloudy,False
16,2025-02-15,30,6.02,clear,False
16,2025-02-16,11,6.58,clear,False
16,2025-02-17,18,6.17,rain,False
16,2025-02-18,20,6.33,clear,False
16,2025-02-19,15,6.33,clear,False
16,2025-02-20,12,5.88,clear,False
16,2025-02-21,33,5.95,rain,False
16,2025-02-22,5,5.73,clear,False
16,2025-02-23,24,5.97,clear,False
16,2025-02-24,21,6.06,cloudy,False
16,2025-02-25,26,6.16,cloudy,False
16,2025-02-26,28,5.89,snow,False
16,2025-02-27,8,5.95,clear,False
16,2025-02-28,10,6.01,rain,False
16,2025-03-01,18,5.97,clear,False
16,2025-03-02,30,6.14,clear,False
16,2025-03-03,10,6.04,rain,False
16,2025-03-04,35,6.28,cloudy,False
16,2025-03-05,21,6.35,clear,False
16,2025-03-06,31,6.22,snow,False
16,2025-03-07,24,5.49,clear,False
16,2025-03-08,17,5.98,clear,False
16,2025-03-09,6,5.59,clear,False
16,2025-03-10,17,6.16,cloudy,False
16,2025-03-11,21,5.54,clear,False
16,2025-03-12,4,6.11,clear,False
16,2025-03-13,17,5.65,cloudy,False
16,2025-03-14,14,6.06,cloudy,False
16,2025-03-15,7,6.64,storm,False
16,2025-03-16,18,5.2,cloudy,False
16,2025-03-17,27,6.12,snow,False
16,2025-03-18,32,6.18,snow,False
16,2025-03-19,18,6.11,cloudy,False
16,2025-03-20,18,5.69,clear,False
16,2025-03-21,21,6.06,cloudy,False
16,2025-03-22,17,6.06,clear,False
16,2025-03-23,34,5.92,snow,False
16,2025-03-24,14,6.26,rain,False
16,2025-03-25,22,6.0,cloudy,False
16,2025-03-26,22,6.25,rain,False
16,2025-03-27,12,5.87,cloudy,False
16,2025-03-28,24,6.28,cloudy,False
16,2025-03-29,9,6.2,snow,False
16,2025-03-30,11,6.54,clear,False
16,2025-03-31,6,5.57,clear,False
16,2025-04-01,11,5.85,clear,False
16,2025-04-02,23,6.09,clear,False
16,2025-04-03,6,5.69,clear,False
16,2025-04-04,14,6.32,snow,False
16,2025-04-05,7,5.97,clear,False
16,2025-04-06,17,5.61,cloudy,False
16,2025-04-07,3,5.52,rain,False
16,2025-04-08,21,6.38,cloudy,False
16,2025-04-09,11,5.72,clear,False
16,2025-04-10,15,6.19,snow,False
16,2025-04-11,21,6.16,clear,False
16,2025-04-12,16,6.22,clear,False
16,2025-04-13,8,5.51,cloudy,False
16,2025-04-14,17,5.52,cloudy,False
16,2025-04-15,37,5.97,cloudy,False
16,2025-04-16,14,6.23,cloudy,False
16,2025-04-17,13,5.93,clear,False
16,2025-04-18,12,5.52,clear,False
16,2025-04-19,29,6.19,storm,False
16,2025-04-20,8,5.93,clear,False
16,2025-04-21,17,5.69,storm,False
16,2025-04-22,10,6.44,rain,False
16,2025-04-23,23,5.9,clear,False
16,2025-04-24,23,6.44,rain,False
16,2025-04-25,12,5.43,rain,False
16,2025-04-26,20,6.11,clear,False
16,2025-04-27,22,6.13,cloudy,False
16,2025-04-28,25,5.59,cloudy,False
16,2025-04-29,22,5.96,storm,False
16,2025-04-30,21,5.55,clear,False
16,2025-05-01,35,6.43,rain,False
17,2024-11-01,30,2.98,clear,False
17,2024-11-02,31,3.39,clear,False
17,2024-11-03,30,3.61,clear,False
17,2024-11-04,31,2.99,storm,False
17,2024-11-05,21,3.24,snow,False
17,2024-11-06,44,2.92,cloudy,False
17,2024-11-07,22,3.13,clear,False
17,2024-11-08,27,2.84,rain,False
17,2024-11-09,36,3.26,rain,False
17,2024-11-10,23,3.53,clear,False
17,2024-11-11,32,3.19,clear,False
17,2024-11-12,38,3.42,clear,False
17,2024-11-13,29,3.24,rain,False
17,2024-11-14,46,2.87,clear,False
17,2024-11-15,31,3.86,cloudy,False
17,2024-11-16,26,3.4,clear,False
17,2024-11-17,33,3.14,cloudy,False
17,2024-11-18,31,3.51,clear,False
17,2024-11-19,30,2.84,rain,False
17,2024-11-20,35,3.22,rain,False
17,2024-11-21,30,3.67,clear,False
17,2024-11-22,29,3.36,rain,False
17,2024-11-23,42,3.35,clear,False
17,2024-11-24,33,3.12,clear,False
17,2024-11-25,35,3.57,clear,False
17,2024-11-26,35,3.62,storm,False
17,2024-11-27,27,3.38,rain,False
17,2024-11-28,32,3.55,cloudy,True
17,2024-11-29,24,3.3,clear,False
17,2024-11-30,33,3.52,clear,False
17,2024-12-01,35,3.49,cloudy,False
17,2024-12-02,28,3.61,clear,False
17,2024-12-03,29,3.16,snow,False
17,2024-12-04,40,3.68,snow,False
17,2024-12-05,29,3.22,clear,False
17,2024-12-06,39,2.94,clear,False
17,2024-12-07,26,2.92,rain,False
17,2024-12-08,32,3.3,clear,False
17,2024-12-09,40,3.24,cloudy,False
17,2024-12-10,37,3.04,clear,False
17,2024-12-11,31,3.59,clear,False
17,2024-12-12,37,3.85,clear,False
17,2024-12-13,51,3.22,rain,False
17,2024-12-14,28,3.16,clear,False
17,2024-12-15,25,3.34,clear,False
17,2024-12-16,37,3.48,clear,False
17,2024-12-17,31,2.68,snow,False
17,2024-12-18,43,3.38,snow,False
17,2024-12-19,25,3.08,clear,False
17,2024-12-20,29,2.94,rain,False
17,2024-12-21,39,3.26,rain,False
17,2024-12-22,39,3.32,cloudy,False
17,2024-12-23,41,3.38,cloudy,False
17,2024-12-24,38,2.86,clear,False
17,2024-12-25,21,3.69,clear,True
17,2024-12-26,28,3.85,clear,False
17,2024-12-27,27,3.13,rain,False
17,2024-12-28,39,3.03,cloudy,False
17,2024-12-29,34,3.37,cloudy,False
17,2024-12-30,27,3.95,cloudy,False
17,2024-12-31,37,3.56,clear,True
17,2025-01-01,37,3.21,cloudy,True
17,2025-01-02,48,3.16,rain,False
17,2025-01-03,40,3.18,rain,False
17,2025-01-04,39,3.66,snow,False
17,2025-01-05,29,3.2,rain,False
17,2025-01-06,22,2.95,clear,False
17,2025-01-07,34,2.62,cloudy,False
17,2025-01-08,18,3.5,clear,False
17,2025-01-09,15,2.87,cloudy,False
17,2025-01-10,35,3.0,clear,False
17,2025-01-11,13,3.59,clear,False
17,2025-01-12,45,2.98,clear,False
17,2025-01-13,40,3.34,cloudy,False
17,2025-01-14,46,3.18,clear,False
17,2025-01-15,47,2.92,snow,False
17,2025-01-16,30,3.13,clear,False
17,2025-01-17,40,3.36,storm,False
17,2025-01-18,39,3.15,clear,False
17,2025-01-19,22,3.7,clear,False
17,2025-01-20,32,2.89,storm,False
17,2025-01-21,27,3.31,cloudy,False
17,2025-01-22,31,3.46,rain,False
17,2025-01-23,30,2.5,clear,False
17,2025-01-24,38,2.94,rain,False
17,2025-01-25,37,3.46,clear,False
17,2025-01-26,37,3.11,cloudy,False
17,2025-01-27,26,3.62,clear,False
17,2025-01-28,30,3.38,snow,False
17,2025-01-29,31,3.72,clear,False
17,2025-01-30,34,3.23,clear,False
17,2025-01-31,26,3.42,clear,False
17,2025-02-01,43,2.81,snow,False
17,2025-02-02,22,3.31,clear,False
17,2025-02-03,32,2.88,clear,False
17,2025-02-04,38,3.61,clear,False
17,2025-02-05,39,3.45,clear,False
17,2025-02-06,39,3.62,clear,False
17,2025-02-07,29,3.42,rain,False
17,2025-02-08,28,4.06,rain,False
17,2025-02-09,31,3.13,snow,False
17,2025-02-10,32,3.73,clear,False
17,2025-02-11,37,3.17,clear,False
17,2025-02-12,55,3.38,storm,False
17,2025-02-13,37,3.41,cloudy,False
17,2025-02-14,27,3.27,clear,False
17,2025-02-15,41,3.23,snow,False
17,2025-02-16,41,3.49,snow,False
17,2025-02-17,34,2.87,cloudy,False
17,2025-02-18,38,3.37,clear,False
17,2025-02-19,33,3.02,cloudy,False
17,2025-02-20,24,3.66,cloudy,False
17,2025-02-21,30,3.65,clear,False
17,2025-02-22,51,3.2,snow,False
17,2025-02-23,38,2.89,clear,False
17,2025-02-24,37,2.78,rain,False
17,2025-02-25,28,3.38,storm,False
17,2025-02-26,31,3.53,cloudy,False
17,2025-02-27,36,3.52,clear,False
17,2025-02-28,44,3.07,cloudy,False
17,2025-03-01,43,2.47,clear,False
17,2025-03-02,40,3.17,snow,False
17,2025-03-03,27,3.18,storm,False
17,2025-03-04,47,3.54,rain,False
17,2025-03-05,33,3.54,rain,False
17,2025-03-06,30,3.12,cloudy,False
17,2025-03-07,48,2.97,storm,False
17,2025-03-08,37,2.63,clear,False
17,2025-03-09,45,3.21,clear,False
17,2025-03-10,24,3.38,rain,False
17,2025-03-11,45,3.39,clear,False
17,2025-03-12,36,3.2,clear,False
17,2025-03-13,37,2.94,clear,False
17,2025-03-14,50,2.96,clear,False
17,2025-03-15,28,2.79,clear,False
17,2025-03-16,28,3.06,clear,False
17,2025-03-17,45,3.42,clear,False
17,2025-03-18,29,2.97,snow,False
17,2025-03-19,17,3.53,clear,False
17,2025-03-20,31,3.42,rain,False
17,2025-03-21,28,3.71,rain,False
17,2025-03-22,24,3.92,clear,False
17,2025-03-23,36,2.94,clear,False
17,2025-03-24,42,3.61,snow,False
17,2025-03-25,36,3.05,rain,False
17,2025-03-26,36,3.07,clear,False
17,2025-03-27,40,3.71,clear,False
17,2025-03-28,39,3.12,clear,False
17,2025-03-29,55,3.59,clear,False
17,2025-03-30,33,3.56,cloudy,False
17,2025-03-31,39,3.37,clear,False
17,2025-04-01,22,3.25,cloudy,False
17,2025-04-02,31,3.08,snow,False
17,2025-04-03,30,3.41,clear,False
17,2025-04-04,25,3.59,rain,False
17,2025-04-05,31,3.3,snow,False
17,2025-04-06,41,2.56,cloudy,False
17,2025-04-07,42,2.75,cloudy,False
17,2025-04-08,33,3.41,clear,False
17,2025-04-09,41,2.99,cloudy,False
17,2025-04-10,36,3.32,snow,False
17,2025-04-11,41,3.27,clear,False
17,2025-04-12,39,2.96,cloudy,False
17,2025-04-13,30,2.81,clear,False
17,2025-04-14,27,3.47,clear,False
17,2025-04-15,30,3.09,rain,False
17,2025-04-16,58,2.73,cloudy,False
17,2025-04-17,41,3.5,clear,False
17,2025-04-18,25,3.07,rain,False
17,2025-04-19,48,3.06,clear,False
17,2025-04-20,24,2.86,rain,False
17,2025-04-21,39,3.33,rain,False
17,2025-04-22,29,3.16,clear,False
17,2025-04-23,35,3.27,clear,False
17,2025-04-24,41,3.24,cloudy,False
17,2025-04-25,35,2.93,rain,False
17,2025-04-26,30,3.3,clear,False
17,2025-04-27,28,3.43,clear,False
17,2025-04-28,35,3.2,clear,False
17,2025-04-29,28,3.22,cloudy,False
17,2025-04-30,28,2.7,clear,False
17,2025-05-01,17,3.29,storm,False
18,2024-11-01,34,5.72,clear,False
18,2024-11-02,23,6.16,clear,False
18,2024-11-03,32,5.93,clear,False
18,2024-11-04,43,5.68,clear,False
18,2024-11-05,20,5.96,clear,False
18,2024-11-06,41,5.67,storm,False
18,2024-11-07,38,5.89,clear,False
18,2024-11-08,39,6.4,cloudy,False
18,2024-11-09,50,6.0,rain,False
18,2024-11-10,35,5.77,storm,False
18,2024-11-11,23,5.52,snow,False
18,2024-11-12,37,5.42,cloudy,False
18,2024-11-13,16,6.51,rain,False
18,2024-11-14,30,5.79,storm,False
18,2024-11-15,42,5.95,rain,False
18,2024-11-16,15,6.28,clear,False
18,2024-11-17,21,5.75,clear,False
18,2024-11-18,28,6.27,clear,False
18,2024-11-19,37,5.91,snow,False
18,2024-11-20,51,5.35,cloudy,False
18,2024-11-21,29,6.18,rain,False
18,2024-11-22,24,5.74,clear,False
18,2024-11-23,31,6.18,snow,False
18,2024-11-24,29,5.6,rain,False
18,2024-11-25,21,5.64,clear,False
18,2024-11-26,40,5.34,clear,False
18,2024-11-27,24,6.37,clear,False
18,2024-11-28,53,5.93,clear,True
18,2024-11-29,33,6.46,clear,False
18,2024-11-30,42,5.97,clear,False
18,2024-12-01,29,5.96,clear,False
18,2024-12-02,38,5.21,snow,False
18,2024-12-03,37,5.73,clear,False
18,2024-12-04,35,6.02,clear,False
18,2024-12-05,30,5.98,rain,False
18,2024-12-06,40,5.69,clear,False
18,2024-12-07,41,6.13,clear,False
18,2024-12-08,24,5.85,cloudy,False
18,2024-12-09,22,5.81,cloudy,False
18,2024-12-10,38,5.83,cloudy,False
18,2024-12-11,23,5.44,rain,False
18,2024-12-12,15,5.42,cloudy,False
18,2024-12-13,18,5.87,clear,False
18,2024-12-14,38,6.06,clear,False
18,2024-12-15,24,5.74,snow,False
18,2024-12-16,42,6.14,clear,False
18,2024-12-17,29,6.15,snow,False
18,2024-12-18,35,5.76,clear,False
18,2024-12-19,26,6.45,clear,False
18,2024-12-20,37,6.1,cloudy,False
18,2024-12-21,30,5.61,snow,False
18,2024-12-22,43,6.33,cloudy,False
18,2024-12-23,34,5.95,cloudy,False
18,2024-12-24,35,5.77,clear,False
18,2024-12-25,40,5.86,clear,True
18,2024-12-26,35,5.53,cloudy,False
18,2024-12-27,34,5.67,clear,False
18,2024-12-28,38,6.35,cloudy,False
18,2024-12-29,30,5.47,clear,False
18,2024-12-30,47,6.19,clear,False
18,2024-12-31,24,5.73,snow,True
18,2025-01-01,34,5.6,rain,True
18,2025-01-02,25,5.53,clear,False
18,2025-01-03,33,6.25,clear,False
18,2025-01-04,30,5.76,cloudy,False
18,2025-01-05,39,6.24,cloudy,False
18,2025-01-06,34,5.98,clear,False
18,2025-01-07,35,5.47,snow,False
18,2025-01-08,28,5.32,clear,False
18,2025-01-09,32,6.03,clear,False
18,2025-01-10,32,5.84,clear,False
18,2025-01-11,26,5.8,snow,False
18,2025-01-12,45,5.63,clear,False
18,2025-01-13,31,6.47,clear,False
18,2025-01-14,44,5.96,cloudy,False
18,2025-01-15,32,6.5,cloudy,False
18,2025-01-16,43,5.85,clear,False
18,2025-01-17,28,5.71,cloudy,False
18,2025-01-18,50,6.16,cloudy,False
18,2025-01-19,43,5.33,cloudy,False
18,2025-01-20,39,6.49,rain,False
18,2025-01-21,37,5.56,storm,False
18,2025-01-22,42,5.85,cloudy,False
18,2025-01-23,37,5.94,cloudy,False
18,2025-01-24,33,5.81,cloudy,False
18,2025-01-25,51,6.23,cloudy,False
18,2025-01-26,35,5.51,cloudy,False
18,2025-01-27,23,5.92,clear,False
18,2025-01-28,35,5.5,rain,False
18,2025-01-29,33,5.77,clear,False
18,2025-01-30,17,5.15,clear,False
18,2025-01-31,35,5.72,clear,False
18,2025-02-01,31,5.96,clear,False
18,2025-02-02,34,6.06,clear,False
18,2025-02-03,22,5.78,rain,False
18,2025-02-04,31,5.74,clear,False
18,2025-02-05,37,5.65,cloudy,False
18,2025-02-06,46,5.41,clear,False
18,2025-02-07,37,5.69,clear,False
18,2025-02-08,49,5.42,cloudy,False
18,2025-02-09,32,5.81,cloudy,False
18,2025-02-10,33,5.87,clear,False
18,2025-02-11,16,6.01,clear,False
18,2025-02-12,18,5.93,clear,False
18,2025-02-13,41,5.42,clear,False
18,2025-02-14,39,5.62,clear,False
18,2025-02-15,36,6.22,clear,False
18,2025-02-16,41,6.18,cloudy,False
18,2025-02-17,37,5.2,storm,False
18,2025-02-18,35,5.97,rain,False
18,2025-02-19,42,5.57,clear,False
18,2025-02-20,35,6.41,cloudy,False
18,2025-02-21,23,5.86,clear,False
18,2025-02-22,43,5.77,rain,False
18,2025-02-23,37,6.21,cloudy,False
18,2025-02-24,38,5.21,rain,False
18,2025-02-25,31,5.61,snow,False
18,2025-02-26,39,5.17,clear,False
18,2025-02-27,34,6.34,clear,False
18,2025-02-28,35,5.82,cloudy,False
18,2025-03-01,46,5.6,storm,False
18,2025-03-02,30,6.45,clear,False
18,2025-03-03,31,6.23,rain,False
18,2025-03-04,40,5.01,cloudy,False
18,2025-03-05,28,5.47,clear,False
18,2025-03-06,36,5.47,clear,False
18,2025-03-07,32,5.72,clear,False
18,2025-03-08,37,5.72,cloudy,False
18,2025-03-09,24,5.72,cloudy,False
18,2025-03-10,32,5.03,clear,False
18,2025-03-11,31,5.81,clear,False
18,2025-03-12,44,6.08,clear,False
18,2025-03-13,41,5.8,storm,False
18,2025-03-14,36,5.54,clear,False
18,2025-03-15,41,6.46,clear,False
18,2025-03-16,38,5.77,clear,False
18,2025-03-17,45,6.07,rain,False
18,2025-03-18,23,5.7,clear,False
18,2025-03-19,35,6.03,rain,False
18,2025-03-20,25,5.85,clear,False
18,2025-03-21,42,5.7,rain,False
18,2025-03-22,45,5.85,storm,False
18,2025-03-23,34,6.32,cloudy,False
18,2025-03-24,24,5.97,clear,False
18,2025-03-25,36,5.96,rain,False
18,2025-03-26,57,5.64,clear,False
18,2025-03-27,34,5.26,storm,False
18,2025-03-28,35,6.49,rain,False
18,2025-03-29,31,5.96,cloudy,False
18,2025-03-30,30,5.81,clear,False
18,2025-03-31,43,5.78,clear,False
18,2025-04-01,32,5.78,clear,False
18,2025-04-02,42,5.91,clear,False
18,2025-04-03,30,5.78,clear,False
18,2025-04-04,43,5.43,clear,False
18,2025-04-05,41,5.66,clear,False
18,2025-04-06,35,5.14,clear,False
18,2025-04-07,47,6.37,clear,False
18,2025-04-08,36,5.51,clear,False
18,2025-04-09,33,5.76,clear,False
18,2025-04-10,35,6.14,rain,False
18,2025-04-11,22,6.06,cloudy,False
18,2025-04-12,28,6.17,clear,False
18,2025-04-13,51,6.04,clear,False
18,2025-04-14,21,5.85,cloudy,False
18,2025-04-15,27,6.16,cloudy,False
18,2025-04-16,31,5.91,clear,False
18,2025-04-17,45,6.14,clear,False
18,2025-04-18,19,5.97,rain,False
18,2025-04-19,23,5.78,snow,False
18,2025-04-20,32,6.08,clear,False
18,2025-04-21,28,5.85,rain,False
18,2025-04-22,34,5.92,clear,False
18,2025-04-23,31,5.86,cloudy,False
18,2025-04-24,31,6.14,clear,False
18,2025-04-25,33,5.79,clear,False
18,2025-04-26,33,6.11,rain,False
18,2025-04-27,26,5.56,cloudy,False
18,2025-04-28,37,5.78,clear,False
18,2025-04-29,36,5.67,snow,False
18,2025-04-30,31,6.53,rain,False
18,2025-05-01,37,6.25,rain,False
19,2024-11-01,80,5.55,clear,False
19,2024-11-02,64,5.82,cloudy,False
19,2024-11-03,58,5.82,snow,False
19,2024-11-04,71,5.81,storm,False
19,2024-11-05,64,6.45,clear,False
19,2024-11-06,70,5.69,cloudy,False
19,2024-11-07,75,5.41,rain,False
19,2024-11-08,75,6.04,rain,False
19,2024-11-09,77,5.71,clear,False
19,2024-11-10,72,6.3,cloudy,False
