shift_id,employee_id,store_id,shift_start_timestamp,shift_end_timestamp,shift_classification
5163,20082,8,2024-11-17 16:00:00,2024-11-17 23:00:00,evening
5164,20094,8,2024-11-17 23:00:00,2024-11-18 05:00:00,overnight
5165,20089,8,2024-11-18 05:00:00,2024-11-18 11:00:00,morning
5166,20084,8,2024-11-18 11:00:00,2024-11-18 16:00:00,midday
5167,20094,8,2024-11-18 16:00:00,2024-11-18 23:00:00,evening
5168,20089,8,2024-11-18 23:00:00,2024-11-19 05:00:00,overnight
5169,20086,8,2024-11-19 05:00:00,2024-11-19 11:00:00,morning
5170,20093,8,2024-11-19 11:00:00,2024-11-19 16:00:00,midday
5171,20089,8,2024-11-19 16:00:00,2024-11-19 23:00:00,evening
5172,20087,8,2024-11-19 23:00:00,2024-11-20 05:00:00,overnight
5173,20091,8,2024-11-20 05:00:00,2024-11-20 11:00:00,morning
5174,20088,8,2024-11-20 11:00:00,2024-11-20 16:00:00,midday
5175,20085,8,2024-11-20 16:00:00,2024-11-20 23:00:00,evening
5176,20094,8,2024-11-20 23:00:00,2024-11-21 05:00:00,overnight
5177,20090,8,2024-11-21 05:00:00,2024-11-21 11:00:00,morning
5178,20088,8,2024-11-21 11:00:00,2024-11-21 16:00:00,midday
5179,20087,8,2024-11-21 16:00:00,2024-11-21 23:00:00,evening
5180,20088,8,2024-11-21 23:00:00,2024-11-22 05:00:00,overnight
5181,20089,8,2024-11-22 05:00:00,2024-11-22 11:00:00,morning
5182,20083,8,2024-11-22 11:00:00,2024-11-22 16:00:00,midday
5183,20088,8,2024-11-22 16:00:00,2024-11-22 23:00:00,evening
5184,20094,8,2024-11-22 23:00:00,2024-11-23 05:00:00,overnight
5185,20086,8,2024-11-23 05:00:00,2024-11-23 11:00:00,morning
5186,20084,8,2024-11-23 11:00:00,2024-11-23 16:00:00,midday
5187,20084,8,2024-11-23 16:00:00,2024-11-23 23:00:00,evening
5188,20080,8,2024-11-23 23:00:00,2024-11-24 05:00:00,overnight
5189,20081,8,2024-11-24 05:00:00,2024-11-24 11:00:00,morning
5190,20089,8,2024-11-24 11:00:00,2024-11-24 16:00:00,midday
5191,20082,8,2024-11-24 16:00:00,2024-11-24 23:00:00,evening
5192,20093,8,2024-11-24 23:00:00,2024-11-25 05:00:00,overnight
5193,20093,8,2024-11-25 05:00:00,2024-11-25 11:00:00,morning
5194,20087,8,2024-11-25 11:00:00,2024-11-25 16:00:00,midday
5195,20085,8,2024-11-25 16:00:00,2024-11-25 23:00:00,evening
5196,20091,8,2024-11-25 23:00:00,2024-11-26 05:00:00,overnight
5197,20089,8,2024-11-26 05:00:00,2024-11-26 11:00:00,morning
5198,20090,8,2024-11-26 11:00:00,2024-11-26 16:00:00,midday
5199,20092,8,2024-11-26 16:00:00,2024-11-26 23:00:00,evening
5200,20094,8,2024-11-26 23:00:00,2024-11-27 05:00:00,overnight
5201,20093,8,2024-11-27 05:00:00,2024-11-27 11:00:00,morning
5202,20084,8,2024-11-27 11:00:00,2024-11-27 16:00:00,midday
5203,20092,8,2024-11-27 16:00:00,2024-11-27 23:00:00,evening
5204,20080,8,2024-11-27 23:00:00,2024-11-28 05:00:00,overnight
5205,20091,8,2024-11-28 05:00:00,2024-11-28 11:00:00,morning
5206,20090,8,2024-11-28 11:00:00,2024-11-28 16:00:00,midday
5207,20091,8,2024-11-28 16:00:00,2024-11-28 23:00:00,evening
5208,20088,8,2024-11-28 23:00:00,2024-11-29 05:00:00,overnight
5209,20082,8,2024-11-29 05:00:00,2024-11-29 11:00:00,morning
5210,20082,8,2024-11-29 11:00:00,2024-11-29 16:00:00,midday
5211,20081,8,2024-11-29 16:00:00,2024-11-29 23:00:00,evening
5212,20083,8,2024-11-29 23:00:00,2024-11-30 05:00:00,overnight
5213,20091,8,2024-11-30 05:00:00,2024-11-30 11:00:00,morning
5214,20081,8,2024-11-30 11:00:00,2024-11-30 16:00:00,midday
5215,20092,8,2024-11-30 16:00:00,2024-11-30 23:00:00,evening
5216,20088,8,2024-11-30 23:00:00,2024-12-01 05:00:00,overnight
5217,20091,8,2024-12-01 05:00:00,2024-12-01 11:00:00,morning
5218,20089,8,2024-12-01 11:00:00,2024-12-01 16:00:00,midday
5219,20086,8,2024-12-01 16:00:00,2024-12-01 23:00:00,evening
5220,20087,8,2024-12-01 23:00:00,2024-12-02 05:00:00,overnight
5221,20082,8,2024-12-02 05:00:00,2024-12-02 11:00:00,morning
5222,20085,8,2024-12-02 11:00:00,2024-12-02 16:00:00,midday
5223,20094,8,2024-12-02 16:00:00,2024-12-02 23:00:00,evening
5224,20089,8,2024-12-02 23:00:00,2024-12-03 05:00:00,overnight
5225,20085,8,2024-12-03 05:00:00,2024-12-03 11:00:00,morning
5226,20092,8,2024-12-03 11:00:00,2024-12-03 16:00:00,midday
5227,20080,8,2024-12-03 16:00:00,2024-12-03 23:00:00,evening
5228,20085,8,2024-12-03 23:00:00,2024-12-04 05:00:00,overnight
5229,20092,8,2024-12-04 05:00:00,2024-12-04 11:00:00,morning
5230,20093,8,2024-12-04 11:00:00,2024-12-04 16:00:00,midday
5231,20082,8,2024-12-04 16:00:00,2024-12-04 23:00:00,evening
5232,20090,8,2024-12-04 23:00:00,2024-12-05 05:00:00,overnight
5233,20082,8,2024-12-05 05:00:00,2024-12-05 11:00:00,morning
5234,20082,8,2024-12-05 11:00:00,2024-12-05 16:00:00,midday
5235,20089,8,2024-12-05 16:00:00,2024-12-05 23:00:00,evening
5236,20090,8,2024-12-05 23:00:00,2024-12-06 05:00:00,overnight
5237,20094,8,2024-12-06 05:00:00,2024-12-06 11:00:00,morning
5238,20090,8,2024-12-06 11:00:00,2024-12-06 16:00:00,midday
5239,20094,8,2024-12-06 16:00:00,2024-12-06 23:00:00,evening
5240,20089,8,2024-12-06 23:00:00,2024-12-07 05:00:00,overnight
5241,20090,8,2024-12-07 05:00:00,2024-12-07 11:00:00,morning
5242,20087,8,2024-12-07 11:00:00,2024-12-07 16:00:00,midday
5243,20092,8,2024-12-07 16:00:00,2024-12-07 23:00:00,evening
5244,20084,8,2024-12-07 23:00:00,2024-12-08 05:00:00,overnight
5245,20083,8,2024-12-08 05:00:00,2024-12-08 11:00:00,morning
5246,20092,8,2024-12-08 11:00:00,2024-12-08 16:00:00,midday
5247,20088,8,2024-12-08 16:00:00,2024-12-08 23:00:00,evening
5248,20088,8,2024-12-08 23:00:00,2024-12-09 05:00:00,overnight
5249,20080,8,2024-12-09 05:00:00,2024-12-09 11:00:00,morning
5250,20081,8,2024-12-09 11:00:00,2024-12-09 16:00:00,midday
5251,20087,8,2024-12-09 16:00:00,2024-12-09 23:00:00,evening
5252,20084,8,2024-12-09 23:00:00,2024-12-10 05:00:00,overnight
5253,20086,8,2024-12-10 05:00:00,2024-12-10 11:00:00,morning
5254,20080,8,2024-12-10 11:00:00,2024-12-10 16:00:00,midday
5255,20091,8,2024-12-10 16:00:00,2024-12-10 23:00:00,evening
5256,20089,8,2024-12-10 23:00:00,2024-12-11 05:00:00,overnight
5257,20091,8,2024-12-11 05:00:00,2024-12-11 11:00:00,morning
5258,20084,8,2024-12-11 11:00:00,2024-12-11 16:00:00,midday
5259,20090,8,2024-12-11 16:00:00,2024-12-11 23:00:00,evening
5260,20091,8,2024-12-11 23:00:00,2024-12-12 05:00:00,overnight
5261,20082,8,2024-12-12 05:00:00,2024-12-12 11:00:00,morning
5262,20089,8,2024-12-12 11:00:00,2024-12-12 16:00:00,midday
5263,20091,8,2024-12-12 16:00:00,2024-12-12 23:00:00,evening
5264,20091,8,2024-12-12 23:00:00,2024-12-13 05:00:00,overnight
5265,20093,8,2024-12-13 05:00:00,2024-12-13 11:00:00,morning
5266,20081,8,2024-12-13 11:00:00,2024-12-13 16:00:00,midday
5267,20081,8,2024-12-13 16:00:00,2024-12-13 23:00:00,evening
5268,20088,8,2024-12-13 23:00:00,2024-12-14 05:00:00,overnight
5269,20092,8,2024-12-14 05:00:00,2024-12-14 11:00:00,morning
5270,20083,8,2024-12-14 11:00:00,2024-12-14 16:00:00,midday
5271,20083,8,2024-12-14 16:00:00,2024-12-14 23:00:00,evening
5272,20086,8,2024-12-14 23:00:00,2024-12-15 05:00:00,overnight
5273,20089,8,2024-12-15 05:00:00,2024-12-15 11:00:00,morning
5274,20089,8,2024-12-15 11:00:00,2024-12-15 16:00:00,midday
5275,20092,8,2024-12-15 16:00:00,2024-12-15 23:00:00,evening
5276,20081,8,2024-12-15 23:00:00,2024-12-16 05:00:00,overnight
5277,20082,8,2024-12-16 05:00:00,2024-12-16 11:00:00,morning
5278,20082,8,2024-12-16 11:00:00,2024-12-16 16:00:00,midday
5279,20085,8,2024-12-16 16:00:00,2024-12-16 23:00:00,evening
5280,20082,8,2024-12-16 23:00:00,2024-12-17 05:00:00,overnight
5281,20090,8,2024-12-17 05:00:00,2024-12-17 11:00:00,morning
5282,20084,8,2024-12-17 11:00:00,2024-12-17 16:00:00,midday
5283,20083,8,2024-12-17 16:00:00,2024-12-17 23:00:00,evening
5284,20082,8,2024-12-17 23:00:00,2024-12-18 05:00:00,overnight
5285,20087,8,2024-12-18 05:00:00,2024-12-18 11:00:00,morning
5286,20093,8,2024-12-18 11:00:00,2024-12-18 16:00:00,midday
5287,20089,8,2024-12-18 16:00:00,2024-12-18 23:00:00,evening
5288,20082,8,2024-12-18 23:00:00,2024-12-19 05:00:00,overnight
5289,20085,8,2024-12-19 05:00:00,2024-12-19 11:00:00,morning
5290,20092,8,2024-12-19 11:00:00,2024-12-19 16:00:00,midday
5291,20094,8,2024-12-19 16:00:00,2024-12-19 23:00:00,evening
5292,20086,8,2024-12-19 23:00:00,2024-12-20 05:00:00,overnight
5293,20086,8,2024-12-20 05:00:00,2024-12-20 11:00:00,morning
5294,20081,8,2024-12-20 11:00:00,2024-12-20 16:00:00,midday
5295,20093,8,2024-12-20 16:00:00,2024-12-20 23:00:00,evening
5296,20082,8,2024-12-20 23:00:00,2024-12-21 05:00:00,overnight
5297,20091,8,2024-12-21 05:00:00,2024-12-21 11:00:00,morning
5298,20089,8,2024-12-21 11:00:00,2024-12-21 16:00:00,midday
5299,20089,8,2024-12-21 16:00:00,2024-12-21 23:00:00,evening
5300,20094,8,2024-12-21 23:00:00,2024-12-22 05:00:00,overnight
5301,20083,8,2024-12-22 05:00:00,2024-12-22 11:00:00,morning
5302,20086,8,2024-12-22 11:00:00,2024-12-22 16:00:00,midday
5303,20081,8,2024-12-22 16:00:00,2024-12-22 23:00:00,evening
5304,20082,8,2024-12-22 23:00:00,2024-12-23 05:00:00,overnight
5305,20086,8,2024-12-23 05:00:00,2024-12-23 11:00:00,morning
5306,20086,8,2024-12-23 11:00:00,2024-12-23 16:00:00,midday
5307,20094,8,2024-12-23 16:00:00,2024-12-23 23:00:00,evening
5308,20089,8,2024-12-23 23:00:00,2024-12-24 05:00:00,overnight
5309,20082,8,2024-12-24 05:00:00,2024-12-24 11:00:00,morning
5310,20091,8,2024-12-24 11:00:00,2024-12-24 16:00:00,midday
5311,20080,8,2024-12-24 16:00:00,2024-12-24 23:00:00,evening
5312,20091,8,2024-12-24 23:00:00,2024-12-25 05:00:00,overnight
5313,20082,8,2024-12-25 05:00:00,2024-12-25 11:00:00,morning
5314,20084,8,2024-12-25 11:00:00,2024-12-25 16:00:00,midday
5315,20086,8,2024-12-25 16:00:00,2024-12-25 23:00:00,evening
5316,20083,8,2024-12-25 23:00:00,2024-12-26 05:00:00,overnight
5317,20092,8,2024-12-26 05:00:00,2024-12-26 11:00:00,morning
5318,20092,8,2024-12-26 11:00:00,2024-12-26 16:00:00,midday
5319,20090,8,2024-12-26 16:00:00,2024-12-26 23:00:00,evening
5320,20090,8,2024-12-26 23:00:00,2024-12-27 05:00:00,overnight
5321,20094,8,2024-12-27 05:00:00,2024-12-27 11:00:00,morning
5322,20080,8,2024-12-27 11:00:00,2024-12-27 16:00:00,midday
5323,20085,8,2024-12-27 16:00:00,2024-12-27 23:00:00,evening
5324,20081,8,2024-12-27 23:00:00,2024-12-28 05:00:00,overnight
5325,20091,8,2024-12-28 05:00:00,2024-12-28 11:00:00,morning
5326,20082,8,2024-12-28 11:00:00,2024-12-28 16:00:00,midday
5327,20083,8,2024-12-28 16:00:00,2024-12-28 23:00:00,evening
5328,20085,8,2024-12-28 23:00:00,2024-12-29 05:00:00,overnight
5329,20085,8,2024-12-29 05:00:00,2024-12-29 11:00:00,morning
5330,20086,8,2024-12-29 11:00:00,2024-12-29 16:00:00,midday
5331,20084,8,2024-12-29 16:00:00,2024-12-29 23:00:00,evening
5332,20086,8,2024-12-29 23:00:00,2024-12-30 05:00:00,overnight
5333,20081,8,2024-12-30 05:00:00,2024-12-30 11:00:00,morning
5334,20080,8,2024-12-30 11:00:00,2024-12-30 16:00:00,midday
5335,20091,8,2024-12-30 16:00:00,2024-12-30 23:00:00,evening
5336,20089,8,2024-12-30 23:00:00,2024-12-31 05:00:00,overnight
5337,20087,8,2024-12-31 05:00:00,2024-12-31 11:00:00,morning
5338,20080,8,2024-12-31 11:00:00,2024-12-31 16:00:00,midday
5339,20091,8,2024-12-31 16:00:00,2024-12-31 23:00:00,evening
5340,20081,8,2024-12-31 23:00:00,2025-01-01 05:00:00,overnight
5341,20090,8,2025-01-01 05:00:00,2025-01-01 11:00:00,morning
5342,20091,8,2025-01-01 11:00:00,2025-01-01 16:00:00,midday
5343,20089,8,2025-01-01 16:00:00,2025-01-01 23:00:00,evening
5344,20085,8,2025-01-01 23:00:00,2025-01-02 05:00:00,overnight
5345,20080,8,2025-01-02 05:00:00,2025-01-02 11:00:00,morning
5346,20089,8,2025-01-02 11:00:00,2025-01-02 16:00:00,midday
5347,20082,8,2025-01-02 16:00:00,2025-01-02 23:00:00,evening
5348,20086,8,2025-01-02 23:00:00,2025-01-03 05:00:00,overnight
5349,20091,8,2025-01-03 05:00:00,2025-01-03 11:00:00,morning
5350,20087,8,2025-01-03 11:00:00,2025-01-03 16:00:00,midday
5351,20083,8,2025-01-03 16:00:00,2025-01-03 23:00:00,evening
5352,20091,8,2025-01-03 23:00:00,2025-01-04 05:00:00,overnight
5353,20082,8,2025-01-04 05:00:00,2025-01-04 11:00:00,morning
5354,20080,8,2025-01-04 11:00:00,2025-01-04 16:00:00,midday
5355,20091,8,2025-01-04 16:00:00,2025-01-04 23:00:00,evening
5356,20088,8,2025-01-04 23:00:00,2025-01-05 05:00:00,overnight
5357,20089,8,2025-01-05 05:00:00,2025-01-05 11:00:00,morning
5358,20085,8,2025-01-05 11:00:00,2025-01-05 16:00:00,midday
5359,20085,8,2025-01-05 16:00:00,2025-01-05 23:00:00,evening
5360,20088,8,2025-01-05 23:00:00,2025-01-06 05:00:00,overnight
5361,20080,8,2025-01-06 05:00:00,2025-01-06 11:00:00,morning
5362,20085,8,2025-01-06 11:00:00,2025-01-06 16:00:00,midday
5363,20091,8,2025-01-06 16:00:00,2025-01-06 23:00:00,evening
5364,20084,8,2025-01-06 23:00:00,2025-01-07 05:00:00,overnight
5365,20092,8,2025-01-07 05:00:00,2025-01-07 11:00:00,morning
5366,20090,8,2025-01-07 11:00:00,2025-01-07 16:00:00,midday
5367,20094,8,2025-01-07 16:00:00,2025-01-07 23:00:00,evening
5368,20085,8,2025-01-07 23:00:00,2025-01-08 05:00:00,overnight
5369,20093,8,2025-01-08 05:00:00,2025-01-08 11:00:00,morning
5370,20090,8,2025-01-08 11:00:00,2025-01-08 16:00:00,midday
5371,20087,8,2025-01-08 16:00:00,2025-01-08 23:00:00,evening
5372,20084,8,2025-01-08 23:00:00,2025-01-09 05:00:00,overnight
5373,20081,8,2025-01-09 05:00:00,2025-01-09 11:00:00,morning
5374,20091,8,2025-01-09 11:00:00,2025-01-09 16:00:00,midday
5375,20091,8,2025-01-09 16:00:00,2025-01-09 23:00:00,evening
5376,20081,8,2025-01-09 23:00:00,2025-01-10 05:00:00,overnight
5377,20089,8,2025-01-10 05:00:00,2025-01-10 11:00:00,morning
5378,20084,8,2025-01-10 11:00:00,2025-01-10 16:00:00,midday
5379,20082,8,2025-01-10 16:00:00,2025-01-10 23:00:00,evening
5380,20089,8,2025-01-10 23:00:00,2025-01-11 05:00:00,overnight
5381,20082,8,2025-01-11 05:00:00,2025-01-11 11:00:00,morning
5382,20087,8,2025-01-11 11:00:00,2025-01-11 16:00:00,midday
5383,20086,8,2025-01-11 16:00:00,2025-01-11 23:00:00,evening
5384,20080,8,2025-01-11 23:00:00,2025-01-12 05:00:00,overnight
5385,20091,8,2025-01-12 05:00:00,2025-01-12 11:00:00,morning
5386,20092,8,2025-01-12 11:00:00,2025-01-12 16:00:00,midday
5387,20091,8,2025-01-12 16:00:00,2025-01-12 23:00:00,evening
5388,20084,8,2025-01-12 23:00:00,2025-01-13 05:00:00,overnight
5389,20088,8,2025-01-13 05:00:00,2025-01-13 11:00:00,morning
5390,20083,8,2025-01-13 11:00:00,2025-01-13 16:00:00,midday
5391,20080,8,2025-01-13 16:00:00,2025-01-13 23:00:00,evening
5392,20087,8,2025-01-13 23:00:00,2025-01-14 05:00:00,overnight
5393,20084,8,2025-01-14 05:00:00,2025-01-14 11:00:00,morning
5394,20081,8,2025-01-14 11:00:00,2025-01-14 16:00:00,midday
5395,20094,8,2025-01-14 16:00:00,2025-01-14 23:00:00,evening
5396,20091,8,2025-01-14 23:00:00,2025-01-15 05:00:00,overnight
5397,20080,8,2025-01-15 05:00:00,2025-01-15 11:00:00,morning
5398,20093,8,2025-01-15 11:00:00,2025-01-15 16:00:00,midday
5399,20091,8,2025-01-15 16:00:00,2025-01-15 23:00:00,evening
5400,20091,8,2025-01-15 23:00:00,2025-01-16 05:00:00,overnight
5401,20091,8,2025-01-16 05:00:00,2025-01-16 11:00:00,morning
5402,20082,8,2025-01-16 11:00:00,2025-01-16 16:00:00,midday
5403,20088,8,2025-01-16 16:00:00,2025-01-16 23:00:00,evening
5404,20080,8,2025-01-16 23:00:00,2025-01-17 05:00:00,overnight
5405,20083,8,2025-01-17 05:00:00,2025-01-17 11:00:00,morning
5406,20087,8,2025-01-17 11:00:00,2025-01-17 16:00:00,midday
5407,20087,8,2025-01-17 16:00:00,2025-01-17 23:00:00,evening
5408,20089,8,2025-01-17 23:00:00,2025-01-18 05:00:00,overnight
5409,20091,8,2025-01-18 05:00:00,2025-01-18 11:00:00,morning
5410,20090,8,2025-01-18 11:00:00,2025-01-18 16:00:00,midday
5411,20092,8,2025-01-18 16:00:00,2025-01-18 23:00:00,evening
5412,20090,8,2025-01-18 23:00:00,2025-01-19 05:00:00,overnight
5413,20087,8,2025-01-19 05:00:00,2025-01-19 11:00:00,morning
5414,20089,8,2025-01-19 11:00:00,2025-01-19 16:00:00,midday
5415,20087,8,2025-01-19 16:00:00,2025-01-19 23:00:00,evening
5416,20083,8,2025-01-19 23:00:00,2025-01-20 05:00:00,overnight
5417,20087,8,2025-01-20 05:00:00,2025-01-20 11:00:00,morning
5418,20088,8,2025-01-20 11:00:00,2025-01-20 16:00:00,midday
5419,20086,8,2025-01-20 16:00:00,2025-01-20 23:00:00,evening
5420,20093,8,2025-01-20 23:00:00,2025-01-21 05:00:00,overnight
5421,20091,8,2025-01-21 05:00:00,2025-01-21 11:00:00,morning
5422,20081,8,2025-01-21 11:00:00,2025-01-21 16:00:00,midday
5423,20088,8,2025-01-21 16:00:00,2025-01-21 23:00:00,evening
5424,20090,8,2025-01-21 23:00:00,2025-01-22 05:00:00,overnight
5425,20087,8,2025-01-22 05:00:00,2025-01-22 11:00:00,morning
5426,20092,8,2025-01-22 11:00:00,2025-01-22 16:00:00,midday
5427,20084,8,2025-01-22 16:00:00,2025-01-22 23:00:00,evening
5428,20094,8,2025-01-22 23:00:00,2025-01-23 05:00:00,overnight
5429,20091,8,2025-01-23 05:00:00,2025-01-23 11:00:00,morning
5430,20082,8,2025-01-23 11:00:00,2025-01-23 16:00:00,midday
5431,20086,8,2025-01-23 16:00:00,2025-01-23 23:00:00,evening
5432,20093,8,2025-01-23 23:00:00,2025-01-24 05:00:00,overnight
5433,20093,8,2025-01-24 05:00:00,2025-01-24 11:00:00,morning
5434,20094,8,2025-01-24 11:00:00,2025-01-24 16:00:00,midday
5435,20081,8,2025-01-24 16:00:00,2025-01-24 23:00:00,evening
5436,20092,8,2025-01-24 23:00:00,2025-01-25 05:00:00,overnight
5437,20082,8,2025-01-25 05:00:00,2025-01-25 11:00:00,morning
5438,20091,8,2025-01-25 11:00:00,2025-01-25 16:00:00,midday
5439,20088,8,2025-01-25 16:00:00,2025-01-25 23:00:00,evening
5440,20083,8,2025-01-25 23:00:00,2025-01-26 05:00:00,overnight
5441,20083,8,2025-01-26 05:00:00,2025-01-26 11:00:00,morning
5442,20082,8,2025-01-26 11:00:00,2025-01-26 16:00:00,midday
5443,20084,8,2025-01-26 16:00:00,2025-01-26 23:00:00,evening
5444,20082,8,2025-01-26 23:00:00,2025-01-27 05:00:00,overnight
5445,20088,8,2025-01-27 05:00:00,2025-01-27 11:00:00,morning
5446,20094,8,2025-01-27 11:00:00,2025-01-27 16:00:00,midday
5447,20082,8,2025-01-27 16:00:00,2025-01-27 23:00:00,evening
5448,20081,8,2025-01-27 23:00:00,2025-01-28 05:00:00,overnight
5449,20091,8,2025-01-28 05:00:00,2025-01-28 11:00:00,morning
5450,20084,8,2025-01-28 11:00:00,2025-01-28 16:00:00,midday
5451,20085,8,2025-01-28 16:00:00,2025-01-28 23:00:00,evening
5452,20080,8,2025-01-28 23:00:00,2025-01-29 05:00:00,overnight
5453,20093,8,2025-01-29 05:00:00,2025-01-29 11:00:00,morning
5454,20091,8,2025-01-29 11:00:00,2025-01-29 16:00:00,midday
5455,20090,8,2025-01-29 16:00:00,2025-01-29 23:00:00,evening
5456,20085,8,2025-01-29 23:00:00,2025-01-30 05:00:00,overnight
5457,20089,8,2025-01-30 05:00:00,2025-01-30 11:00:00,morning
5458,20082,8,2025-01-30 11:00:00,2025-01-30 16:00:00,midday
5459,20083,8,2025-01-30 16:00:00,2025-01-30 23:00:00,evening
5460,20085,8,2025-01-30 23:00:00,2025-01-31 05:00:00,overnight
5461,20087,8,2025-01-31 05:00:00,2025-01-31 11:00:00,morning
5462,20094,8,2025-01-31 11:00:00,2025-01-31 16:00:00,midday
5463,20088,8,2025-01-31 16:00:00,2025-01-31 23:00:00,evening
5464,20085,8,2025-01-31 23:00:00,2025-02-01 05:00:00,overnight
5465,20086,8,2025-02-01 05:00:00,2025-02-01 11:00:00,morning
5466,20094,8,2025-02-01 11:00:00,2025-02-01 16:00:00,midday
5467,20093,8,2025-02-01 16:00:00,2025-02-01 23:00:00,evening
5468,20084,8,2025-02-01 23:00:00,2025-02-02 05:00:00,overnight
5469,20093,8,2025-02-02 05:00:00,2025-02-02 11:00:00,morning
5470,20091,8,2025-02-02 11:00:00,2025-02-02 16:00:00,midday
5471,20094,8,2025-02-02 16:00:00,2025-02-02 23:00:00,evening
5472,20088,8,2025-02-02 23:00:00,2025-02-03 05:00:00,overnight
5473,20083,8,2025-02-03 05:00:00,2025-02-03 11:00:00,morning
5474,20089,8,2025-02-03 11:00:00,2025-02-03 16:00:00,midday
5475,20090,8,2025-02-03 16:00:00,2025-02-03 23:00:00,evening
5476,20085,8,2025-02-03 23:00:00,2025-02-04 05:00:00,overnight
5477,20084,8,2025-02-04 05:00:00,2025-02-04 11:00:00,morning
5478,20080,8,2025-02-04 11:00:00,2025-02-04 16:00:00,midday
5479,20084,8,2025-02-04 16:00:00,2025-02-04 23:00:00,evening
5480,20092,8,2025-02-04 23:00:00,2025-02-05 05:00:00,overnight
5481,20084,8,2025-02-05 05:00:00,2025-02-05 11:00:00,morning
5482,20093,8,2025-02-05 11:00:00,2025-02-05 16:00:00,midday
5483,20088,8,2025-02-05 16:00:00,2025-02-05 23:00:00,evening
5484,20080,8,2025-02-05 23:00:00,2025-02-06 05:00:00,overnight
5485,20094,8,2025-02-06 05:00:00,2025-02-06 11:00:00,morning
5486,20084,8,2025-02-06 11:00:00,2025-02-06 16:00:00,midday
5487,20094,8,2025-02-06 16:00:00,2025-02-06 23:00:00,evening
5488,20086,8,2025-02-06 23:00:00,2025-02-07 05:00:00,overnight
5489,20090,8,2025-02-07 05:00:00,2025-02-07 11:00:00,morning
5490,20085,8,2025-02-07 11:00:00,2025-02-07 16:00:00,midday
5491,20085,8,2025-02-07 16:00:00,2025-02-07 23:00:00,evening
5492,20091,8,2025-02-07 23:00:00,2025-02-08 05:00:00,overnight
5493,20086,8,2025-02-08 05:00:00,2025-02-08 11:00:00,morning
5494,20085,8,2025-02-08 11:00:00,2025-02-08 16:00:00,midday
5495,20084,8,2025-02-08 16:00:00,2025-02-08 23:00:00,evening
5496,20089,8,2025-02-08 23:00:00,2025-02-09 05:00:00,overnight
5497,20084,8,2025-02-09 05:00:00,2025-02-09 11:00:00,morning
5498,20088,8,2025-02-09 11:00:00,2025-02-09 16:00:00,midday
5499,20093,8,2025-02-09 16:00:00,2025-02-09 23:00:00,evening
5500,20087,8,2025-02-09 23:00:00,2025-02-10 05:00:00,overnight
5501,20093,8,2025-02-10 05:00:00,2025-02-10 11:00:00,morning
5502,20091,8,2025-02-10 11:00:00,2025-02-10 16:00:00,midday
5503,20094,8,2025-02-10 16:00:00,2025-02-10 23:00:00,evening
5504,20089,8,2025-02-10 23:00:00,2025-02-11 05:00:00,overnight
5505,20093,8,2025-02-11 05:00:00,2025-02-11 11:00:00,morning
5506,20083,8,2025-02-11 11:00:00,2025-02-11 16:00:00,midday
5507,20083,8,2025-02-11 16:00:00,2025-02-11 23:00:00,evening
5508,20089,8,2025-02-11 23:00:00,2025-02-12 05:00:00,overnight
5509,20084,8,2025-02-12 05:00:00,2025-02-12 11:00:00,morning
5510,20092,8,2025-02-12 11:00:00,2025-02-12 16:00:00,midday
5511,20092,8,2025-02-12 16:00:00,2025-02-12 23:00:00,evening
5512,20082,8,2025-02-12 23:00:00,2025-02-13 05:00:00,overnight
5513,20094,8,2025-02-13 05:00:00,2025-02-13 11:00:00,morning
5514,20087,8,2025-02-13 11:00:00,2025-02-13 16:00:00,midday
5515,20086,8,2025-02-13 16:00:00,2025-02-13 23:00:00,evening
5516,20084,8,2025-02-13 23:00:00,2025-02-14 05:00:00,overnight
5517,20089,8,2025-02-14 05:00:00,2025-02-14 11:00:00,morning
5518,20082,8,2025-02-14 11:00:00,2025-02-14 16:00:00,midday
5519,20094,8,2025-02-14 16:00:00,2025-02-14 23:00:00,evening
5520,20084,8,2025-02-14 23:00:00,2025-02-15 05:00:00,overnight
5521,20082,8,2025-02-15 05:00:00,2025-02-15 11:00:00,morning
5522,20089,8,2025-02-15 11:00:00,2025-02-15 16:00:00,midday
5523,20084,8,2025-02-15 16:00:00,2025-02-15 23:00:00,evening
5524,20080,8,2025-02-15 23:00:00,2025-02-16 05:00:00,overnight
5525,20085,8,2025-02-16 05:00:00,2025-02-16 11:00:00,morning
5526,20089,8,2025-02-16 11:00:00,2025-02-16 16:00:00,midday
5527,20083,8,2025-02-16 16:00:00,2025-02-16 23:00:00,evening
5528,20083,8,2025-02-16 23:00:00,2025-02-17 05:00:00,overnight
5529,20087,8,2025-02-17 05:00:00,2025-02-17 11:00:00,morning
5530,20081,8,2025-02-17 11:00:00,2025-02-17 16:00:00,midday
5531,20083,8,2025-02-17 16:00:00,2025-02-17 23:00:00,evening
5532,20094,8,2025-02-17 23:00:00,2025-02-18 05:00:00,overnight
5533,20081,8,2025-02-18 05:00:00,2025-02-18 11:00:00,morning
5534,20080,8,2025-02-18 11:00:00,2025-02-18 16:00:00,midday
5535,20089,8,2025-02-18 16:00:00,2025-02-18 23:00:00,evening
5536,20092,8,2025-02-18 23:00:00,2025-02-19 05:00:00,overnight
